CODE;NAME;CODECITY;LONGITUDE;LATITTUDE;CATEGORY
MEQ;SEUNAGAN;;4.136667;96.12944;AIRPORT
UAI;SUAI;;-9.3;125.28333;AIRPORT
TNB;TANAH GROGOT;;2.95;99.816666;AIRPORT
TMY;TIOM;;-3.866667;138.36667;AIRPORT
VIQ;VIQUEQUE;;-8.883333;126.36667;AIRPORT
AEU;ABU MUSA;;36.583332;52.5;AIRPORT
SRY;DASHTE NAZ;;36.61667;53.183334;AIRPORT
KNR;JAM;;27.816668;52.35;AIRPORT
LRR;LAR A/P;;36.766666;48.9;AIRPORT
OMI;OMIDIEH;;30.872223;49.54111;AIRPORT
SXI;SIRRI ISLAND;;25.916668;54.533333;AIRPORT
XQV;BAQUBAH;;33.74472;44.593334;AIRPORT
XTM;RAMADI;;33.42389;43.3025;AIRPORT
ZSL;BUS STATION;;-18.233334;30.816668;AIRPORT
CFN;DONEGAL;;55.044167;-8.341111;AIRPORT
KKY;KILKENNY;;52.65;-7.25;AIRPORT
BEV;BEER SHEBA;;31.25;34.8;AIRPORT
VDA;OVDA;;29.940556;34.935833;AIRPORT
TTB;ARBATAX;;39.925556;9.657222;AIRPORT
ZBN;BUS STATION;;46.716667;11.5;AIRPORT
CIA;CIAMPINO;;41.799442;12.595;AIRPORT
CTA;FONTANAROSSA;;37.466667;15.066667;AIRPORT
ZIP;HARBOUR;;38.466667;14.95;AIRPORT
ISH;ISCHIA;;40.63333;13.833333;AIRPORT
LCV;LUCCA;;43.833332;10.583333;AIRPORT
BGY;ORIO AL SERIO;;45.67389;9.704167;AIRPORT
DCI;RAFSU DECIMOMANNU;;39.316666;8.966667;AIRPORT
RRO;SORRENTO;;40.61667;14.366667;AIRPORT
OCJ;BOSCOBEL;;18.416668;-77.13333;AIRPORT
IKI;IKI;;33.75;129.78334;AIRPORT
KKX;KIKAIGA SHIMA;;28.433332;130.00833;AIRPORT
MSJ;MISAWA;;40.7;141.38333;AIRPORT
XZJ;OFF LINE POINT;;37.716667;28.966667;AIRPORT
SDO;RYOTSU SADO IS;;38.083332;138.43333;AIRPORT
TRA;TARAMA;;24.65;124.7;AIRPORT
OGN;YONAGUNI JIMA;;24.466667;122.98333;AIRPORT
AYK;ARKALYK;;50.316666;66.96667;AIRPORT
KSN;KOSTANAY;;53.2;63.55;AIRPORT
TDK;TALDY-KURGAN;;45.015556;78.373886;AIRPORT
ASV;AMBOSELI;;-2.633333;37.25;AIRPORT
HOA;HOLA;;-1.483333;40.033333;AIRPORT
LAU;LAMU;;-2.233333;40.85;AIRPORT
MYD;MALINDI;;-3.229444;40.101665;AIRPORT
NYK;NANYUKI;;0.066667;37.033333;AIRPORT
AEA;ABEMAMA ATOLL;;0.483333;173.85;AIRPORT
KUC;KURIA;;0.233333;173.41667;AIRPORT
OOT;ONOTOA;;-1.866667;175.56667;AIRPORT
CJJ;CHEONGJU;;36.637222;127.48972;AIRPORT
JCN;HELIPORT;;37.47222;126.60833;AIRPORT
SHO;SEOLAK;;38.2;128.6;AIRPORT
KWI;KUWAIT INTERNATIONAL;;29.226667;47.968887;AIRPORT
LXG;LUANG NAMTHA;;20.966667;101.4;AIRPORT
XIE;XIENGLOM;;19.616667;100.825;AIRPORT
MSG;MATSAILE;;-29.733334;28.75;AIRPORT
SKO;SOKOTO;;13.016667;5.266667;AIRPORT
SPN;INTERNATIONAL;;15.133333;145.7;AIRPORT
LKL;BANAK;;70.05;24.983334;AIRPORT
FDE;BRINGELAND;;61.39111;5.756944;AIRPORT
NVK;FRAMNES;;68.425;17.425;AIRPORT
HAU;HAUGESUND;;59.416668;5.3;AIRPORT
MJF;KJAERSTAD;;65.78333;13.216667;AIRPORT
MEH;MEHAMN;;71.03333;27.833332;AIRPORT
RRS;ROROS;;62.583332;11.35;AIRPORT
SKN;SKAGEN;;68.583336;15.016667;AIRPORT
RET;STOLPORT;;67.48333;12.083333;AIRPORT
RMB;BURAIMI;;24.25;55.783333;AIRPORT
MCT;SEEB;;23.633333;58.533333;AIRPORT
CHB;CHILAS;;35.416668;74.083336;AIRPORT
LRG;LORA LAI;;30.366667;68.61667;AIRPORT
ORW;ORMARA;;25.274721;64.58583;AIRPORT
RZS;SAWAN;;33.640278;73.85694;AIRPORT
TUK;TURBAT;;30.533333;73.816666;AIRPORT
BLB;BALBOA;;8.95;-79.566666;AIRPORT
CZJ;CORAZON DE JESUS;;9.016667;-77.98333;AIRPORT
AML;PUERTO ARMUELLAS;;8.3;-82.86667;AIRPORT
TUW;TUBALA;;-8.116667;139.03334;AIRPORT
ABW;ABAU;;-10.166667;148.7;AIRPORT
AYU;AIYURA;;-6.333333;145.9;AIRPORT
SZU;SEGOU;;13.433333;-6.283333;AIRPORT
MLA;MALTA INTERNATIONAL;;35.86667;14.483333;AIRPORT
EBN;EBADON;;9.333333;166.8;AIRPORT
IMI;INE ISLAND;;6.983333;171.61667;AIRPORT
KWA;KWAJALEIN;;8.75;167.75;AIRPORT
MAV;MALOELAP ISLAND;;8.75;171.1;AIRPORT
TBV;TABAL;;-54.15;-72.4;AIRPORT
WTE;WOTJE ISLAND;;9.45;170.03334;AIRPORT
KFA;KIFFA;;16.633333;-11.4;AIRPORT
SEY;SELIBABY;;15.183333;-12.2;AIRPORT
MRU;SIR SEEWOOSAGUR RAMGOOLAM INT;;-20.430279;57.683613;AIRPORT
CUA;CIUDAD CONSTITUCION;;25.05;-111.65;AIRPORT
LMM;FEDERAL;;25.685278;-109.08083;AIRPORT
MEX;INTERNACIONAL BENITO JUAREZ;;19.43639;-99.07222;AIRPORT
NCG;NUEVA CASAS GRANDES;;30.3975;-107.875;AIRPORT
PCO;PUNTA COLORADA;;23.583332;-109.5;AIRPORT
TSL;TAMUIN;;21.533333;-98.10833;AIRPORT
TKK;TRUK;;7.0;152.0;AIRPORT
UGA;BULGAN;;48.8;103.55;AIRPORT
ULO;ULAANGOM;;49.983334;92.066666;AIRPORT
TIV;TIVAT;;42.40472;18.723333;AIRPORT
SEK;ER ERRACHIDIA;;31.95;-4.4;AIRPORT
FEZ;SAIS;;34.033333;-4.983333;AIRPORT
TFY;TARFAYA;;27.95;-12.91;AIRPORT
CMZ;CAIA;;-25.316668;32.966667;AIRPORT
IBO;IBO;;-12.333333;40.583332;AIRPORT
IMG;INHAMINGA;;-18.4;35.0;AIRPORT
RRM;MARROMEU;;-18.290833;35.94528;AIRPORT
MNC;NACALA;;-14.483333;40.716667;AIRPORT
NTC;SANTA CAROLINA;;21.618334;35.341667;AIRPORT
HEH;HEHO;;20.733334;96.78333;AIRPORT
KYT;KYAUKTAW;;21.4;94.13333;AIRPORT
PAA;PA-AN;;16.883333;97.666664;AIRPORT
TIO;TILIN;;21.683332;94.1;AIRPORT
HAL;HALALI;;-19.966667;13.066667;AIRPORT
OKU;MOKUTI LODGE;;-18.808332;17.05;AIRPORT
OPW;OPUWA;;-18.066668;13.833333;AIRPORT
SWP;SWAKOPMUND;;-22.666668;14.566667;AIRPORT
BWA;BHAIRAWA;;27.505833;83.41889;AIRPORT
GKH;GORKHA;;28.0;84.675;AIRPORT
SKH;KADMANDU;;28.583332;81.63333;AIRPORT
MEY;MEGHAULI;;27.577778;84.23139;AIRPORT
RPA;ROLPA;;28.7;82.65;AIRPORT
IMK;SIMIKOT;;29.966667;81.833336;AIRPORT
BZM;WOENSDRECHT;;51.5;4.283333;AIRPORT
CUR;HATO INTERNATIONAL AIRPORT;;12.2;-68.96667;AIRPORT
IOU;ILE OUEN;;-22.416668;166.8;AIRPORT
UVE;OUVEA;;-20.5;166.66667;AIRPORT
PPQ;PARAPARAUMU;;-40.90472;174.98917;AIRPORT
DGR;DARGAVILLE;;-35.933334;173.86667;AIRPORT
GMN;GREYMOUTH;;-42.461666;171.19;AIRPORT
CHT;KAREWA;;-43.916668;176.5;AIRPORT
MZP;MOTUEKA;;-41.11667;173.0;AIRPORT
GBS;PORT FITZROY;;-36.183334;175.33333;AIRPORT
THH;TAHAROA;;-35.816666;173.65;AIRPORT
WGN;WAITANGI;;-35.166668;173.96666;AIRPORT
RNI;CORN ISLAND;;12.083333;-83.066666;AIRPORT
BKN;BIRNI NKONI;;13.8;5.25;AIRPORT
AOB;ANNANBERG;;-4.916667;144.66667;AIRPORT
AWR;AWAR;;-4.116667;144.85;AIRPORT
BNZ;BANZ;;-5.783333;144.61667;AIRPORT
BPD;BAPI;;-7.75;147.01666;AIRPORT
BWP;BEWANI;;-3.083333;141.1;AIRPORT
BIZ;BIMIN;;-5.283333;142.01666;AIRPORT
BVP;BOLOVIP;;-5.383333;141.7;AIRPORT
UBI;BUIN;;-6.716667;155.7;AIRPORT
CPI;CAPE ORFORD;;-52.0;-61.066666;AIRPORT
DAO;DABO;;13.133333;42.166668;AIRPORT
DER;DERIM;;-6.1;146.81667;AIRPORT
DPU;DUMPU;;-5.833333;145.75;AIRPORT
FRQ;FERAMIN;;-5.416667;141.7;AIRPORT
GAR;GARAINA;;-7.866667;147.13333;AIRPORT
PNP;GIRUA;;-8.766667;148.21666;AIRPORT
GVI;GREEN RIVER;;-3.916667;141.16667;AIRPORT
CEE;CHEREPOVETS;;59.283333;38.066666;AIRPORT
EIE;ENISEYSK;;58.466667;92.11667;AIRPORT
IKT;IRKUTSK;;52.5;104.333336;AIRPORT
URS;KURSK;;51.750557;36.295555;AIRPORT
NBC;NABEREVNYE CHELNY;;55.566666;52.1;AIRPORT
NUX;NOVY URENGOY;;66.083336;76.51667;AIRPORT
PKC;PETROPAVLOVSK-KAMCHATS;;53.016666;158.65;AIRPORT
ROV;ROSTOV;;47.333332;39.7;AIRPORT
VLU;VELIKIYE LUKI;;56.38333;30.616667;AIRPORT
IAR;YAROSLAVL;;57.61667;39.88333;AIRPORT
BTQ;BUTARE;;-2.6;29.733334;AIRPORT
UVF;HEWANORRA;;13.75;-60.95;AIRPORT
TMS;SAO TOME IS;;0.38;6.720833;AIRPORT
DHA;DHAHRAN;;26.266666;50.166668;AIRPORT
GIZ;JAZAN;;16.93361;42.566944;AIRPORT
KMC;KING KHALID MILITARY;;27.900833;45.528057;AIRPORT
SLF;SULAYEL;;20.466667;45.61667;AIRPORT
EJH;WEDJH;;26.416668;36.75;AIRPORT
MAX;MATAM;;15.6;-13.316667;AIRPORT
XLS;ST LOUIS;;16.05;-16.45;AIRPORT
HNI;HEIWENI;;-7.4;146.46666;AIRPORT
IBI;IBOKI;;-5.583333;149.2;AIRPORT
IOK;IOKEA;;-8.4;146.26666;AIRPORT
AGK;KAGUA;;-6.333333;143.83333;AIRPORT
KAQ;KAMULAI;;-8.133333;146.81667;AIRPORT
KAK;KAR;;-6.233333;143.48334;AIRPORT
KSB;KASANOMBE;;-6.383333;147.01666;AIRPORT
KIZ;KIKINONDA;;-8.65;147.91667;AIRPORT
KKD;KOKODA;;-8.883333;147.73334;AIRPORT
KPF;KONDUBOL;;-10.2;149.7;AIRPORT
KWV;KURWINA;;-6.183333;155.33333;AIRPORT
LNM;LANGIMAR;;-7.216667;146.2;AIRPORT
LSA;LOSUIA;;-8.5;151.08333;AIRPORT
MLQ;MALALAUA;;-8.1;146.16667;AIRPORT
MVI;MANETAI;;-6.0;155.33333;AIRPORT
MWG;MARAWAKA;;-6.966667;145.9;AIRPORT
MDU;MENDI;;-6.166667;143.66667;AIRPORT
MPX;MIYANMIN;;-4.9;141.61667;AIRPORT
GUV;MOUGULU;;-6.283333;142.41667;AIRPORT
NDN;NADUNUMU;;-9.133333;147.68333;AIRPORT
NOO;NAORO;;-9.083333;147.03334;AIRPORT
NOM;NOMAD RIVER;;-6.65;142.11667;AIRPORT
OBX;OBO;;-7.583333;141.33333;AIRPORT
OML;OMKALAI;;-6.183333;144.96666;AIRPORT
RGE;PORGERA;;-5.5;143.08333;AIRPORT
RUU;RUTI;;-5.3;144.25;AIRPORT
SGK;SANGAPI;;-5.083333;144.76666;AIRPORT
SXA;SIALUM;;-6.1;147.6;AIRPORT
SWE;SIWEA;;-6.283333;147.55;AIRPORT
TBG;TABUBIL;;-5.278611;141.22583;AIRPORT
TRJ;TARAKBITS;;-4.6;143.31667;AIRPORT
TLO;TOL;;-30.816668;-64.916664;AIRPORT
UMC;UMBA;;-7.016667;145.96666;AIRPORT
WGU;WAGAU;;-6.8;146.8;AIRPORT
WSU;WASU;;-6.0;147.25;AIRPORT
WED;WEDAU;;-10.1;150.08333;AIRPORT
WUV;WUVULU IS;;-1.75;142.83333;AIRPORT
YEQ;YENKIS;;-5.1;143.91667;AIRPORT
AYO;AYOLAS;;2.05;33.75;AIRPORT
PJC;PEDRO JUAN CABALLERO;;-22.545;-55.745;AIRPORT
ATA;ANTA;;-13.483333;-72.13333;AIRPORT
JJI;JUANJUI;;-7.15;-76.71667;AIRPORT
UMI;QUINCEMIL;;-13.266667;-70.63333;AIRPORT
AAV;ALLAH VALLEY;;6.366944;124.75139;AIRPORT
RZP;CLR AIRPORT;;10.816667;119.51667;AIRPORT
IPE;IPIL;;7.783333;122.583336;AIRPORT
CGM;MAMBAJAO;;9.25;124.666664;AIRPORT
MNL;NINOY AQUINO INTL;;14.516667;121.01667;AIRPORT
ICO;SICOGON ISLAND;;11.45;123.26667;AIRPORT
KRK;J. PAUL II BALICE INTL;;50.2;19.983334;AIRPORT
TER;LAJES AB;;38.761944;-27.090834;AIRPORT
PRM;PORTIMAO;;37.13333;-8.533333;AIRPORT
CPX;CULEBRA;;18.316668;-65.3;AIRPORT
VQS;VIEQUES;;18.133333;-65.4;AIRPORT
DVA;DEVA;;45.88333;22.916668;AIRPORT
DYR;ANADYR;;64.73333;177.75;AIRPORT
UTP;UTAPAO;;12.666667;100.98333;AIRPORT
NTT;KUINI LAVENIA;;-15.5;-174.0;AIRPORT
MIR;HABIB BOURGUIBA;;35.758057;10.754722;AIRPORT
DLM;DALAMAN;;36.716667;28.783333;AIRPORT
BJV;MILAS;;37.250557;27.664444;AIRPORT
CRZ;TURKMENABAD;;39.083332;63.61667;AIRPORT
NCA;NORTH CAICOS;;21.883333;-71.95;AIRPORT
ULU;GULU;;2.783333;32.3;AIRPORT
MBQ;MBARARA;;-0.616667;30.65;AIRPORT
ERD;BERDYANSK;;46.733334;36.783333;AIRPORT
KCP;KAMENETS-PODOLSKIY;;48.693333;26.606667;AIRPORT
NLV;NIKOLAEV;;47.05;31.916668;AIRPORT
OZH;ZAPOROZHYE;;47.8675;35.315834;AIRPORT
HLY;ANGLESEY AIRPORT;;53.316666;-4.633333;AIRPORT
BUT;BURTONWOOD;;53.416668;-2.583333;AIRPORT
FOA;FOULA;;60.11667;-2.05;AIRPORT
LPH;HELIPORT;;56.05;-5.433333;AIRPORT
BJY;BATAJNICA;;44.93528;20.2575;AIRPORT
DEI;DENIS ISLAND;;-3.8;55.666668;AIRPORT
GBK;GBANGBATOK;;7.800278;-12.366667;AIRPORT
SIN;CHANGI;;1.350278;103.994446;AIRPORT
TAT;POPRAD/TATRY;;49.59028;20.65;AIRPORT
AFT;AFUTARA AERODROME;;-9.183333;160.95;AIRPORT
BPF;BATUNA AERODROME;;-8.55;158.11667;AIRPORT
GZO;GIZO;;-8.166667;157.0;AIRPORT
KUE;KUKUNDU;;-8.016667;156.95;AIRPORT
RBV;RAMATA;;58.05;25.1;AIRPORT
EGM;SEGE;;-8.566667;157.86667;AIRPORT
XYA;YANDINA;;-9.066667;159.23334;AIRPORT
BSA;BOSSASO;;11.283333;49.183334;AIRPORT
GLK;GALCAIO;;6.85;47.266666;AIRPORT
BIY;BISHO;;-32.833332;27.333332;AIRPORT
EMG;EMPANGENI;;-28.733334;31.9;AIRPORT
KLZ;KLEINZEE;;-29.683332;17.066668;AIRPORT
HLA;LANSERIA;;-25.947222;27.915;AIRPORT
AAM;MALA MALA;;-24.8;31.533333;AIRPORT
NLP;NELSPRUIT INTERNATIONAL;;-25.383057;31.105556;AIRPORT
PRK;PRIESKA;;-29.666668;22.7;AIRPORT
SIS;SISHEN;;-27.816668;23.0;AIRPORT
VYD;VRYHEID;;-27.783333;30.8;AIRPORT
ZRC;BUS STATION;;-32.816666;-70.666664;AIRPORT
FGR;FUENGIROLA;;36.533333;-4.616667;AIRPORT
VDE;HIERRO;;27.816668;-17.883333;AIRPORT
NDO;LA PALMA DEL CONDADO;;37.38333;-6.55;AIRPORT
OZP;MORON;;13.816667;-88.71667;AIRPORT
RRA;RONDA;;36.733334;-5.166667;AIRPORT
TFS;SUR REINA SOFIA;;28.044443;-16.5725;AIRPORT
ADP;AMPARA;;8.3;80.416664;AIRPORT
NUF;CASTLEREIGH RESERVOIR;;50.033333;-1.833333;AIRPORT
AFK;KONDAVATTAVAN TANK;;7.283333;81.666664;AIRPORT
WRZ;WIRAWILA;;6.254444;81.235275;AIRPORT
HGI;HIGLIEG;;53.966667;113.76667;AIRPORT
PZU;PORT SUDAN;;19.43361;37.234165;AIRPORT
DOE;DJOEMOE;;4.0;-55.483334;AIRPORT
MTS;MATSAPHA INTL;;-26.523611;31.3125;AIRPORT
XYM;FALKENBERG RAIL;;49.65;22.75;AIRPORT
HAD;HALMSTAD;;56.690834;12.82;AIRPORT
LDK;HOVBY;;58.466667;13.168611;AIRPORT
KLR;KALMAR;;56.685833;16.290556;AIRPORT
KRF;KRAMFORS;;62.88333;17.833332;AIRPORT
OSK;OSKARSHAMN;;57.351944;16.498333;AIRPORT
KVB;SKOVDE;;58.45;13.966667;AIRPORT
EVG;SVEG;;62.033333;14.333333;AIRPORT
EML;EMMEN;;47.0925;8.305;AIRPORT
SIR;SION;;46.172222;7.214167;AIRPORT
LTK;LATAKIA;;35.416668;35.983334;AIRPORT
HCN;HENGCHUN;;28.258888;113.41055;AIRPORT
KNH;SHANG-YI;;24.420555;118.344444;AIRPORT
BKZ;BUKOBA;;-1.3;31.8;AIRPORT
KIY;KILWA;;-8.916667;39.533333;AIRPORT
MYW;MTWARA;;-10.35;40.183334;AIRPORT
JOM;NJOMBE;;-9.35;34.8;AIRPORT
CEI;CHIANG RAI;;19.883333;99.816666;AIRPORT
LOE;LOEI;;17.45;101.73333;AIRPORT
NST;NAKHON SI THAMMARAT;;8.433333;99.96667;AIRPORT
THS;SUKHOTHAI;;17.216667;99.816666;AIRPORT
HUY;HUMBERSIDE INTERNATIONAL;;53.574444;-0.350833;AIRPORT
LWK;LERWICK/TINGWALL;;60.2;-1.125;AIRPORT
ULL;MULL;;56.416668;-6.333333;AIRPORT
OBN;OBAN AIRPORT;;56.583332;-5.5;AIRPORT
FFD;RAF STATION;;51.7;-1.783333;AIRPORT
SQZ;RAF STATION;;53.3;-0.566667;AIRPORT
SCS;SCATSTA;;60.43;-1.296111;AIRPORT
ISC;ST MARYS;;49.9;-6.4;AIRPORT
TSO;TRESCO;;49.95;-6.316667;AIRPORT
WRY;WESTRAY;;59.35;-2.95;AIRPORT
DGB;DANGER BAY;;58.083332;-152.75;AIRPORT
GDV;DAWSON COMMUNITY;;47.13333;-104.683334;AIRPORT
DJN;DELTA JUNCTION;;64.03333;-145.68333;AIRPORT
DET;DETROIT CITY;;42.40917;-83.00972;AIRPORT
DIK;DICKINSON;;46.8;-102.8;AIRPORT
MGE;DOBBINS AFB;;33.912224;-84.51528;AIRPORT
MEV;DOUGLAS COUNTY;;39.0;-119.75;AIRPORT
DRF;DRIFT RIVER;;60.583332;-152.15;AIRPORT
EAA;EAGLE;;64.76667;-141.15;AIRPORT
HTO;EAST HAMPTON;;40.966667;-72.23333;AIRPORT
EEK;EEK;;60.216667;-162.01666;AIRPORT
KEK;EKWOK;;59.36667;-157.48334;AIRPORT
EKN;ELKINS;;38.88333;-79.85;AIRPORT
ELM;ELMIRA CORNING REGIONAL;;42.166668;-76.9;AIRPORT
ESF;ESLER FIELD;;31.4;-92.3;AIRPORT
CLM;FAIRCHILD INTL;;48.13333;-123.5;AIRPORT
KFP;FALSE PASS;;54.85;-163.41667;AIRPORT
FNK;FIN CREEK;;69.5;-147.58333;AIRPORT
KCG;FISHERIES;;56.3;-158.4;AIRPORT
FLO;FLORENCE;;34.183334;-79.71667;AIRPORT
YEO;YEOVILTON;;51.016666;-2.633333;AIRPORT
ADK;ADAK ISLAND NS;;51.878056;-176.64612;AIRPORT
OHC;AFS;;63.316666;-168.96666;AIRPORT
CAK;AKRON/CANTON REGIONAL;;40.91611;-81.44222;AIRPORT
WKK;ALEKNAGIK;;59.266666;-158.63333;AIRPORT
AXG;ALGONA;;43.066666;-94.23333;AIRPORT
AOS;AMOOK;;57.466667;-153.83333;AIRPORT
ADW;ANDREWS AFB;;38.8;-76.916664;AIRPORT
ANY;ANTHONY;;37.15;-98.03333;AIRPORT
RKP;ARANSAS COUNTY;;28.083332;-97.03333;AIRPORT
AVL;ASHEVILLE REGIONAL AIRPORT;;35.43611;-82.541664;AIRPORT
ACY;ATLANTIC CITY INTL;;39.466667;-74.583336;AIRPORT
NRC;AUX FIELD;;37.4;-121.066666;AIRPORT
MLJ;BALDWIN COUNTY;;33.15;-83.25;AIRPORT
PAH;BARKLEY REGIONAL;;37.06028;-88.773056;AIRPORT
BTI;BARTER ISLAND;;70.13333;-143.63333;AIRPORT
BBC;BAY CITY;;28.983334;-95.96667;AIRPORT
DRI;BEAUREGARD PARISH;;53.2;5.45;AIRPORT
BTM;BERT MOONEY AIRPORT;;45.954723;-112.4975;AIRPORT
BYS;BICYCLE LAKE AAF;;35.283333;-116.63333;AIRPORT
KBC;BIRCH CREEK;;66.26667;-145.8;AIRPORT
MBL;BLACKER;;44.266666;-86.25;AIRPORT
BYW;BLAKELY ISLAND;;48.583332;-122.833336;AIRPORT
LEX;BLUE GRASS;;38.03639;-84.605835;AIRPORT
ASH;BOIRE FIELD;;42.781666;-71.514725;AIRPORT
BXS;BORREGO SPRINGS;;33.25;-116.316666;AIRPORT
BWM;BOWMAN;;46.13333;-103.583336;AIRPORT
LJN;BRAZORIA COUNTY;;29.033333;-95.45;AIRPORT
BOK;BROOKINGS STATE;;42.05;-124.28333;AIRPORT
BXK;BUCKEYE MUNICIPAL;;33.36667;-112.583336;AIRPORT
AGS;BUSH FIELD;;33.36667;-81.96667;AIRPORT
APH;CAMP A P HILL;;38.05;-77.35;AIRPORT
CNY;CANYONLANDS FIELD;;38.766666;-109.75;AIRPORT
PUC;CARBON COUNTY;;39.60278;-110.75;AIRPORT
CZK;CASCADE LOCKS/STEVENS;;45.666668;-121.9;AIRPORT
JVI;CENTRAL JERSEY REGIONAL AIRPORT;;40.524445;-74.598335;AIRPORT
CHL;CHALLIS;;44.5;-114.23333;AIRPORT
CFK;CHEFORNAK;;60.149166;-164.28555;AIRPORT
TVC;CHERRY CAPITAL AIRPORT;;44.74139;-85.58222;AIRPORT
CKX;CHICKEN;;64.083336;-141.91667;AIRPORT
CIU;CHIPPEWA COUNTY;;46.25;-84.46667;AIRPORT
CIV;CHOMLEY;;55.216667;-132.21666;AIRPORT
IRC;CIRCLE CITY;;65.833336;-144.08333;AIRPORT
ILN;CLINTON FIELD;;39.416668;-83.8;AIRPORT
CFA;COFFEE POINT;;58.230556;-157.5;AIRPORT
CGS;COLLEGE PARK;;39.0;-76.916664;AIRPORT
OLU;COLUMBUS MUNICIPAL;;41.448055;-97.34278;AIRPORT
CTW;COTTONWOOD;;34.733334;-112.03333;AIRPORT
CGA;CRAIG SPB;;55.483334;-133.15;AIRPORT
STK;CROSSON FIELD;;40.61667;-103.26667;AIRPORT
DCK;DAHL CREEK ARPT;;66.933334;-156.9;AIRPORT
HFF;MACKALL AAF;;-40.2;-72.166664;AIRPORT
GFA;MALMSTROM AFB;;27.083332;-77.0;AIRPORT
KMO;MANOKOTAK SPB;;58.966667;-159.05;AIRPORT
RTE;MARGUERITE BAY;;55.7;-131.63333;AIRPORT
JMH;MARRIOTT HELIPORT;;42.033333;-88.083336;AIRPORT
LDM;MASON COUNTY;;50.8;24.05;AIRPORT
MBS;MBS INTERNATIONAL;;43.53278;-83.07972;AIRPORT
CEC;MC NAMARA FLD;;41.783333;-124.23333;AIRPORT
SSI;MCKINNON;;50.933334;5.95;AIRPORT
MDR;MEDFRA;;63.1;-154.71666;AIRPORT
OWD;MEMORIAL;;42.183334;-71.183334;AIRPORT
HOT;MEMORIAL FIELD;;34.483334;-93.1;AIRPORT
CLC;METROPORT;;29.5575;-95.13917;AIRPORT
RCT;MILLER FIELD;;43.9;-85.51667;AIRPORT
MIB;MINOT AFB;;47.666668;4.866667;AIRPORT
CXO;MONTGOMERY CO;;30.316668;-95.45;AIRPORT
MOR;MOORE-MURRELL;;36.183334;-83.36667;AIRPORT
MWS;MOUNT WILSON;;51.916668;-2.866667;AIRPORT
MVN;MT VERNON-OUTLAND;;38.316666;-88.86667;AIRPORT
AIO;MUNICIPAL;;41.4;-95.01667;AIRPORT
QWF;FORT COLLINS BUS SERVI;;19.833332;-72.5;AIRPORT
FSU;FORT SUMNER;;34.466667;-104.25;AIRPORT
LFN;FRANKLIN;;36.1;-78.3;AIRPORT
FRP;FRESH WATER BAY;;57.845833;-135.025;AIRPORT
CWO;FT WOLTER AAF;;-5.133333;137.53334;AIRPORT
GAL;GALENA;;64.71667;-156.93333;AIRPORT
GEK;GANES CREEK;;62.983334;-156.5;AIRPORT
GKT;GATLINBURG;;31.353611;-84.375;AIRPORT
BQK;GLYNCO JETPORT;;31.25;-81.45;AIRPORT
GNU;GOODNEWS BAY;;59.11667;-161.51666;AIRPORT
GMT;GRANITE MOUNTAIN;;65.4;-161.28334;AIRPORT
BGM;GREATER BINGHAMTON;;42.20861;-75.97972;AIRPORT
SSU;GREENBRIER;;61.833332;-1.833333;AIRPORT
PBF;GRIDER FIELD;;34.183334;-91.933334;AIRPORT
GST;GUSTAVUS ARPT;;58.416668;-135.7;AIRPORT
RZZ;HALIFAX COUNTY;;36.466667;-77.666664;AIRPORT
MDT;HARRISBURG INTERNATIONAL;;40.19361;-76.763336;AIRPORT
HNC;HATTERAS;;35.216667;-75.68611;AIRPORT
HZL;HAZLETON;;40.983334;-76.0;AIRPORT
JNP;HELIPORT;;33.6;-117.88333;AIRPORT
LUL;HESLER-NOBLE FIELD;;31.673056;-89.172775;AIRPORT
HOL;HOLIKACHU;;62.9;-159.51666;AIRPORT
MWO;HOOK FIELD;;39.531113;-84.39528;AIRPORT
CMX;HOUGHTON COUNTY;;47.12361;-88.57333;AIRPORT
HUD;HUMBOLDT;;42.733334;-94.21667;AIRPORT
HUT;HUTCHINSON;;38.066666;-97.86667;AIRPORT
VYS;ILLINOIS VALLEY REGNL;;41.3525;-89.14972;AIRPORT
OTM;INDUSTRIAL;;41.1;-92.45;AIRPORT
MOS;INTERMEDIATE;;64.7;-162.05;AIRPORT
DRT;INTERNATIONAL;;29.366667;-100.916664;AIRPORT
IAG;INTERNATIONAL;;43.1;-79.03333;AIRPORT
IVH;IVISHAK;;69.4;-148.25;AIRPORT
JDA;JOHN DAY;;44.416668;-118.95;AIRPORT
OGG;KAHULUI;;20.898611;-156.43056;AIRPORT
EAR;KEARNEY;;40.733334;-99.01667;AIRPORT
KEH;KENMORE AIR HARBOR;;47.738335;-122.26806;AIRPORT
MIT;KERN COUNTY;;35.5;-119.26667;AIRPORT
INR;KINCHELOE AFB;;45.85;5.416667;AIRPORT
LMT;KINGSLEY FIELD;;42.166668;-121.73333;AIRPORT
KLW;KLAWOCK;;55.55;-133.1;AIRPORT
OKK;KOKOMO;;40.533333;-86.066666;AIRPORT
KYU;KOYUKUK;;64.9;-157.7;AIRPORT
KWN;KWINHAGAK;;59.75;-161.91667;AIRPORT
LGF;LAGUNA AAF;;-1.6;138.71666;AIRPORT
NEW;LAKEFRONT;;30.049444;-90.02889;AIRPORT
LNY;LANAI CITY;;20.783333;-156.95;AIRPORT
HOB;LEA COUNTY;;32.683334;-103.21667;AIRPORT
